Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RANKL regulation of apoptosis and immune response	1/74	0.5612222874929788	0.5864958739496162	0	0	1.2270236612702365	0.7087757605868573	CALM1
Cytokine-cytokine receptor interaction	3/265	0.5631374924028364	0.587718890880738	0	0	1.0251243084249597	0.5886586352775677	IL2RA;VEGFA;BMPR1A
Interleukin-4 regulation of apoptosis	3/267	0.5682422439502781	0.5922630521489688	0	0	1.0172539616346956	0.5749595332750939	CDKN1A;EGLN3;GZMB
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	1/76	0.5709015267847521	0.594249742260118	0	0	1.1941818181818182	0.6693849348505695	TRAF6
Mitochondrial pathway of apoptosis: caspases	1/77	0.5756611376119238	0.5976271547050105	0	0	1.178409090909091	0.650760033687793	HSPA4
Transcriptional regulation of white adipocyte differentiation	1/77	0.5756611376119238	0.5976271547050105	0	0	1.178409090909091	0.650760033687793	SREBF1
Glycerophospholipid metabolism	1/79	0.5850232628713364	0.6057524336029979	0	0	1.148076923076923	0.6154882484009288	CDS2
p73 transcription factor network	1/79	0.5850232628713364	0.6057524336029979	0	0	1.148076923076923	0.6154882484009288	CDKN1A
Nuclear beta-catenin signaling and target gene transcription regulation	1/80	0.5896269263862522	0.6097190628030839	0	0	1.1334867663981587	0.598781692970492	YWHAZ
Antigen processing and presentation	1/81	0.5941797461141366	0.6136228006335782	0	0	1.1192613636363635	0.5826576963647755	HSPA4
APC/C-mediated degradation of cell cycle proteins	1/82	0.5986822812066346	0.6166583810339878	0	0	1.1053872053872054	0.5670904275609593	PSMD8
Regular glucocorticoid receptor pathway	1/82	0.5986822812066346	0.6166583810339878	0	0	1.1053872053872054	0.5670904275609593	CDKN1A
Cell junction organization	1/84	0.6075387026033838	0.6249648453116947	0	0	1.0786418400876232	0.5375297250393393	CTNNA1
Progesterone-mediated oocyte maturation	1/86	0.616200541454356	0.6330497750097486	0	0	1.0531550802139038	0.5099195904436936	MAP2K1
Mitotic G2-G2/M phases	1/87	0.6204598261801909	0.6365966226998317	0	0	1.0408562367864693	0.4967948745730576	PLK4
Transmission across chemical synapses	2/190	0.6231696299227336	0.6385465428688789	0	0	0.9516661808996405	0.45007768997508	GNB1;CALM1
HIF-1 degradation in normoxia	1/88	0.6246720539242799	0.6392558372843798	0	0	1.0288401253918495	0.4840985810604767	PSMD8
Post-translational protein modification	2/196	0.6400410132871776	0.6541351806782165	0	0	0.9219507602504354	0.41139565383982934	FUT8;MGAT4B
G alpha (i) signaling events	2/199	0.6482524975808303	0.6616704017998384	0	0	0.9077718285701041	0.39349639499237143	GNB1;GNAS
Potassium channels	1/99	0.6680448511382315	0.6809914567804454	0	0	0.9128478664192949	0.3682427976166729	GNB1
Chromosome maintenance	1/103	0.6825474661525011	0.6939818953535094	0	0	0.8768716577540107	0.3348976355385666	LMNB1
MHC class II antigen presentation	1/103	0.6825474661525011	0.6939818953535094	0	0	0.8768716577540107	0.3348976355385666	KIF23
Interleukin-4 signaling pathway	1/104	0.6860734602736728	0.6966691893898684	0	0	0.8683142100617829	0.32715524163751447	CISH
DNA repair	1/105	0.6895604656726129	0.6993100352386781	0	0	0.8599213286713286	0.3196335237449752	RAD23B
Signaling by insulin receptor	1/109	0.7031271133131969	0.7121531353069479	0	0	0.8279040404040404	0.29160236420066915	MAP2K1
Glycosaminoglycan metabolism	1/110	0.7064255194131314	0.7145765830986675	0	0	0.8202668890742285	0.2850735075178085	HPSE
Immunoregulatory interactions between a lymphoid and a non-lymphoid cell	1/119	0.7345167252110498	0.7420405841120593	0	0	0.7573574730354391	0.23367697777873908	IFITM1
Lysosome	1/121	0.7403863332676955	0.7470138324145931	0	0	0.7446590909090909	0.22383198045856526	GM2A
Adrenergic pathway	1/137	0.7829222504118378	0.7889216546295531	0	0	0.6565173796791444	0.16066417067003705	PLCG2
Neuronal system	2/283	0.8227345362083865	0.8279815676893074	0	0	0.6336794553047661	0.12364460407328369	GNB1;CALM1
Metapathway biotransformation	1/174	0.8565617628015714	0.8609264087266749	0	0	0.5151339989490279	0.07975760626707651	AKR1A1
Signaling by GPCR	7/977	0.9190741271497318	0.9225820436655704	0	0	0.6342759418055689	0.05352559481770653	PPP2CB;MAP2K1;GNB1;GNAS;RAC1;CALM1;HBEGF
GPCR ligand binding	2/410	0.9431080905106869	0.9455048073861906	0	0	0.43358850389470854	0.025397177285228334	GNB1;GNAS
Olfactory transduction	2/432	0.9536772180672058	0.9548874683439409	0	0	0.41093766592333014	0.019490777861869507	GNB1;CALM1
Generic transcription pathway	1/377	0.9854329107095312	0.9854329107095312	0	0	0.23456237911025146	0.003442022559581027	CDK9
